epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23483.8,2.10805,2.2305,2.46274,0.86472,0.81229,0.82955,0.43191,1.63728,1.37274,1.79921,0.000666163,0.000666163,0.000666163
