frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
125,5.0,[2026.4349751958148 1176.807852910838 2618.2766537447746 1642.6437308009513],[2236.912841796875 1484.950927734375 2423.486572265625 1535.329833984375],0.27096447348594666,AF05JEO,0.20999613829365685
126,6.0,[840.1469198296027 1580.5691886254572 1643.6119866424501 2159.0840133412617],[1129.8631591796875 1991.2620849609375 1322.64794921875 2048.873291015625],0.6526073217391968,GY15OGJ,0.5968305858997369
126,35.0,[2236.212637049062 1604.6328684158716 2971.0231762836916 2159.711444953864],[2539.29833984375 1941.105224609375 2707.429443359375 2026.6297607421875],0.3374367952346802,LM13VCY,0.13892743643768354
126,5.0,[2024.6230678487161 1179.7816082527247 2616.66501209062 1646.868302891212],[2236.8984375 1492.0169677734375 2431.430419921875 1543.4952392578125],0.5245354175567627,AP05JEO,0.16785949605923053
127,35.0,[2235.7176377890723 1608.7526797276553 2972.8696579121 2159.806671864146],[2505.61083984375 1971.9990234375 2718.8046875 2065.01513671875],0.6251426339149475,LM13VCV,0.640784434913551
127,5.0,[2022.8750581837944 1181.6735605028307 2613.7050644356373 1650.4047487505554],[2237.169921875 1493.15087890625 2436.1962890625 1542.710205078125],0.5728468894958496,AP05JEO,0.1903092227194524
128,35.0,[2236.9776117306783 1613.8875038088574 2976.6655012777737 2159.6969481968845],[2513.75341796875 1979.221435546875 2714.992919921875 2066.345947265625],0.6781882047653198,LH13VCV,0.6083232365555267
128,5.0,[2023.9581526092743 1186.3927421550543 2615.2273243400914 1656.4348932162252],[2246.111083984375 1496.0592041015625 2428.517578125 1546.2125244140625],0.6288231611251831,AP05JEO,0.25755323585668205
128,6.0,[831.0651809203464 1592.8805519201428 1640.0179669966196 2162.1327817690776],[1127.484375 2010.8785400390625 1320.7412109375 2068.873779296875],0.5249150991439819,GX15OGJ,0.4077362548797022
129,6.0,[826.4986493199808 1600.8785617810531 1638.2187834223391 2161.8181463654814],[1119.3011474609375 2025.4578857421875 1312.38720703125 2079.7490234375],0.6977298259735107,GX15OGJ,0.42093391405953706
129,35.0,[2237.2804003307883 1620.1819575833529 2980.1826711788954 2159.0604906940985],[2516.72021484375 1991.7374267578125 2717.66748046875 2073.60205078125],0.674659252166748,LM13VCV,0.2839610112896435
129,5.0,[2025.3477137173732 1191.163710626613 2619.938475557189 1663.461261614676],[2242.552734375 1503.1226806640625 2427.938720703125 1552.8226318359375],0.6260765194892883,AP05JEO,0.5741451977339648
130,6.0,[822.0069259194863 1606.8687188945755 1637.0031326318929 2160.1406166497113],[1115.441162109375 2029.431884765625 1312.7178955078125 2086.1806640625],0.7080552577972412,GY15OGJ,0.1875831727721044
130,35.0,[2238.8193307088286 1625.1342127522987 2984.36021790377 2156.0748323091743],[2523.737060546875 2003.4287109375 2718.50048828125 2073.68994140625],0.6505189538002014,LM13VCV,0.5909763620915304
130,12.0,[1115.7207104935267 1099.2129983062791 1613.125019209601 1532.90994456126],[1284.844970703125 1369.21142578125 1428.594482421875 1415.3673095703125],0.6448917984962463,YH05ZZK,0.1506917422027952
130,5.0,[2028.1077081754302 1194.4074972996714 2625.076750408739 1667.2325549946368],[2241.34130859375 1502.7557373046875 2442.78955078125 1556.3865966796875],0.6435918211936951,AP05JEO,0.37970570760431493
131,35.0,[2238.202968711062 1631.6601796217992 2986.949460433201 2154.025139726712],[2521.850830078125 2016.6800537109375 2725.094970703125 2084.001953125],0.7512478828430176,LM13VCV,0.28828997093344877
131,12.0,[1111.9604405445475 1100.7349702321972 1611.143401513788 1536.8215129941404],[1277.931640625 1373.3917236328125 1430.360595703125 1420.3507080078125],0.6686431169509888,YH05ZZK,0.15827690598111022
131,5.0,[2027.8621435916589 1197.7799113681892 2625.4730446076433 1671.6891463972872],[2232.724609375 1506.6492919921875 2443.739501953125 1561.0067138671875],0.6454113125801086,AP05JEO,0.15614356055063103
132,35.0,[2237.6557655712622 1639.4679098855877 2989.794738733797 2153.793688531731],[2527.433837890625 2026.684326171875 2727.749755859375 2091.79541015625],0.7593737244606018,LM13VCV,0.11112302159491205
132,5.0,[2027.7960217426435 1202.6207515981719 2627.813243774229 1677.6139313744115],[2240.15087890625 1511.6939697265625 2451.712646484375 1564.624267578125],0.688098669052124,AP05JEO,0.36636746144631094
132,6.0,[811.7667340050712 1624.8265231938578 1633.0420816928622 2161.542434403422],[1111.935791015625 2055.67236328125 1309.3798828125 2113.265625],0.6797642707824707,GX15OGJ,0.1491583478663248
132,12.0,[1110.275149174932 1105.033909281922 1609.7905256952693 1542.500672592679],[1279.669921875 1375.0023193359375 1430.3125 1425.7720947265625],0.6441459059715271,KH05ZZK,0.28303171243072417
133,35.0,[2238.7984358940807 1646.6810115710812 2993.928530373199 2155.376337079717],[2530.658203125 2030.2977294921875 2725.761474609375 2098.1572265625],0.7488433718681335,LM13VCV,0.24764911126478517
133,12.0,[1108.392569728161 1106.7858853023408 1608.7625476357903 1545.23712697051],[1277.7508544921875 1378.4906005859375 1428.7396240234375 1429.65283203125],0.6825450658798218,XH05ZZK,0.6821093129361134
133,5.0,[2028.5800080109402 1205.3025028955255 2630.497890524285 1681.2455119324165],[2247.20166015625 1518.572021484375 2451.48291015625 1568.479248046875],0.6168650388717651,AP05JEO,0.41129835683910937
133,6.0,[806.1369540372328 1632.3720671669357 1629.414475687493 2162.12987809003],[1112.0130615234375 2057.924560546875 1306.6607666015625 2118.626953125],0.6132793426513672,GX15OGJ,0.3596011317837289
134,6.0,[798.4873696950006 1640.4276530408524 1626.474789387297 2162.15071211722],[1101.31298828125 2074.632568359375 1306.7548828125 2133.636474609375],0.7372153997421265,GX15OGJ,0.21716838586149004
134,12.0,[1106.8702920267065 1107.8098907306653 1608.829512985826 1548.156269654699],[1274.903076171875 1382.1363525390625 1427.0478515625 1432.4031982421875],0.6651015877723694,KH05ZTK,0.5176394600930782
134,5.0,[2028.7264205910894 1209.386852142775 2631.4218241691456 1687.3301694277359],[2254.84912109375 1524.314697265625 2445.232666015625 1577.6317138671875],0.6258299350738525,AP05JEO,0.5299089402246104
135,35.0,[2242.508843832835 1663.7733063512283 3001.9964830021845 2162.3854142593177],[2533.82373046875 2055.33935546875 2733.3037109375 2122.43798828125],0.6717419624328613,LN13VCV,0.4131450355051831
135,5.0,[2028.127881523804 1214.2990437236604 2632.7801543197124 1693.138188325226],[2246.491943359375 1529.4517822265625 2443.66796875 1582.2938232421875],0.5333608388900757,AP05JEO,0.28958993135396854
136,6.0,[790.9114894056211 1656.9971112902508 1623.93611462407 2161.3632305463047],[1091.4737548828125 2092.240234375 1296.9775390625 2148.2001953125],0.7038611173629761,GX15OGJ,0.25308695251229063
136,5.0,[2029.1741801945573 1217.118738429649 2637.0525361488244 1696.8109878700284],[2252.83447265625 1531.0411376953125 2441.101318359375 1583.4019775390625],0.4105736017227173,AP05JEO,0.26259279751755293
137,35.0,[2243.620244523631 1676.3659618857553 3008.4745715453723 2163.7412705504385],[2536.075927734375 2070.58154296875 2742.300048828125 2137.966552734375],0.761165976524353,LM13VCV,0.25734254321702743
137,5.0,[2029.4012884558458 1221.2875303315363 2640.3385984233973 1701.642850856289],[2253.701904296875 1540.0067138671875 2444.06201171875 1589.168701171875],0.5119445323944092,AP05JEO,0.7757293383563263
137,12.0,[1099.100441416193 1117.970645588973 1607.2244205173306 1563.6979716858093],[1263.7410888671875 1398.73388671875 1420.64892578125 1444.7567138671875],0.4553128778934479,KN05ZTK,0.06663018181800598
138,35.0,[2242.7774257930355 1684.432268620071 3011.1819078111234 2164.8420796616324],[2533.348388671875 2083.70166015625 2742.66845703125 2149.976318359375],0.7697268724441528,LH13VCV,0.3854728974321224
138,12.0,[1094.3218895608513 1121.0546522951956 1604.3030862388248 1567.8027508187154],[1258.69482421875 1403.526611328125 1416.3944091796875 1449.450927734375],0.5919517278671265,KK05ZZK,0.17674050428313506
138,5.0,[2028.670851745072 1226.5283669129485 2641.4601921836324 1708.8262553407585],[2249.6513671875 1541.81103515625 2452.893310546875 1591.814208984375],0.5604588985443115,AP05JEO,0.5725135193186991
139,35.0,[2243.1054846507927 1690.015178750796 3013.743325663189 2164.4300244791903],[2536.84375 2090.159423828125 2741.374755859375 2153.672607421875],0.7536113858222961,LM13VCV,0.2523526717524848
139,12.0,[1091.9524162555351 1125.5035238121482 1604.503813177789 1571.7176024582445],[1244.408935546875 1400.22802734375 1415.73193359375 1443.668701171875],0.2522876262664795,KK05ZTK,0.6304561687661195
139,5.0,[2030.0163651209818 1228.6339149265236 2644.933407206065 1713.3652213303153],[2248.456787109375 1543.6182861328125 2432.88623046875 1593.8009033203125],0.6237767934799194,AP05JEO,0.320739406176387
140,12.0,[1084.350560465488 1128.7383680174173 1600.784820844538 1576.1111684229948],[1257.320556640625 1409.0743408203125 1409.755859375 1456.9317626953125],0.6387258768081665,KH05ZTK,0.6763675486723674
140,5.0,[2030.7196207121492 1231.2249597304447 2646.561670828072 1718.1317923309532],[2253.886474609375 1551.15966796875 2435.557861328125 1601.3115234375],0.635659396648407,AP05JEO,0.425474639206015
141,5.0,[2030.4900041678102 1234.6308175547051 2646.955282971593 1723.9289328002105],[2247.94189453125 1554.416748046875 2437.4765625 1604.461669921875],0.6789724826812744,AP05JEO,0.3281513843479617
142,5.0,[2033.6639085672814 1236.1714033750968 2649.9796720654167 1727.9532418049002],[2247.812744140625 1556.97119140625 2442.82666015625 1607.88037109375],0.6608457565307617,AP05JEO,0.27148390722820015
143,12.0,[1073.0640013708544 1136.974472251378 1594.2127837525559 1588.8217927862627],[1249.8350830078125 1420.666259765625 1404.8067626953125 1465.0396728515625],0.6304503679275513,KH05ZTK,0.19625571373270387
143,5.0,[2036.0416523137087 1241.771239225842 2656.203071178333 1735.4921785425993],[2253.7216796875 1564.13134765625 2446.07763671875 1613.0384521484375],0.6147679686546326,AP05JEO,0.3045515087193076
144,5.0,[2037.7056669754843 1246.7502096514322 2661.8991448768534 1742.941392534191],[2272.940673828125 1572.3050537109375 2434.126220703125 1620.0238037109375],0.6080116033554077,AP05JEO,0.3959263155033902
145,12.0,[1068.939601280016 1143.1027692336663 1591.5418147516941 1597.8584990755069],[1242.157958984375 1426.0557861328125 1400.5665283203125 1477.86474609375],0.69986891746521,KH05ZZK,0.19348465414214408
145,5.0,[2037.361116454846 1250.008473360274 2664.318007333482 1748.3555627621922],[2274.77734375 1575.20947265625 2448.184814453125 1625.47998046875],0.6746472120285034,AP05JEQ,0.43991095977477784
146,12.0,[1066.2857866026088 1146.1963415653981 1590.1004907297133 1602.228729958007],[1238.1871337890625 1434.3724365234375 1401.081787109375 1485.94921875],0.6357200145721436,KH05ZTK,0.09028960870288501
146,5.0,[2033.9964509533627 1255.5272495414995 2662.842317214754 1755.6083040855922],[2264.400146484375 1579.5362548828125 2453.209716796875 1630.3033447265625],0.36531323194503784,AP05JEO,0.18377684859377785
147,12.0,[1064.5459016862242 1148.8243015122246 1588.6051352905179 1606.87635597966],[1236.6708984375 1434.2451171875 1400.4012451171875 1488.6683349609375],0.5656849145889282,KM05ZZK,0.6805392182418925
147,5.0,[2035.8455088657115 1261.004965082224 2663.710869224989 1762.5756141524942],[2268.91357421875 1587.119384765625 2467.05859375 1637.5030517578125],0.4583437740802765,AP05JEO,0.3154897053763346
148,5.0,[2035.8184671367399 1263.8811717747108 2663.516295702796 1767.2412836812632],[2268.049072265625 1591.128662109375 2456.73486328125 1639.515380859375],0.5161439776420593,AP05JEO,0.42475128532779227
148,12.0,[1062.6248483870008 1151.6653807989499 1586.6050596344053 1610.8179156953936],[1233.2125244140625 1442.6282958984375 1395.36767578125 1492.1158447265625],0.37717950344085693,KM05ZZK,0.6345252814485335
150,12.0,[1058.984947949924 1163.333560740137 1583.876590461733 1622.7239308600454],[1230.340576171875 1450.68212890625 1397.025146484375 1500.894775390625],0.698567271232605,KH05ZZK,0.22410543168385538
150,5.0,[2035.987947393147 1273.5891548371137 2665.30279023777 1779.7185133143685],[2281.366943359375 1602.4493408203125 2463.38623046875 1651.5164794921875],0.6514959931373596,AP05JEO,0.34707788199102857
151,5.0,[2037.097943340234 1275.9808909379126 2669.9252385232217 1784.1965096384088],[2262.95166015625 1602.404052734375 2464.494384765625 1654.4437255859375],0.6671860814094543,AP05JEO,0.33039754424274076
152,5.0,[2036.7519656155987 1279.8271696878658 2672.2939348352015 1790.5487893325678],[2266.80322265625 1609.0987548828125 2465.43896484375 1662.3743896484375],0.6555505990982056,AP05JEO,0.598866495322531
153,12.0,[1051.5279907916834 1178.145053575641 1581.830981133382 1637.7843437375257],[1225.7392578125 1464.074462890625 1387.7711181640625 1512.8343505859375],0.7054813504219055,KH15ZZK,0.10558590270397784
153,5.0,[2037.914076892117 1284.041351834487 2675.915943155861 1797.0419726450216],[2275.31689453125 1619.5001220703125 2457.27099609375 1671.4757080078125],0.6626951098442078,AP05JEO,0.34408294997523525
154,5.0,[2037.5502473600166 1286.7267297530007 2677.0946556615495 1801.2042347389574],[2282.924560546875 1622.5338134765625 2458.940185546875 1674.8023681640625],0.6685245037078857,AP05JEO,0.2764295425747083
155,12.0,[1045.6584230122678 1183.0157134067022 1576.2647592634896 1644.8084325282043],[1227.225341796875 1472.1256103515625 1384.79345703125 1524.207763671875],0.6524508595466614,KH05ZZK,0.14656773307027285
155,5.0,[2038.295875304137 1291.2370761144578 2681.606302828093 1806.4561324080717],[2272.54052734375 1625.291015625 2473.642333984375 1680.047607421875],0.5670871138572693,AP05JEO,0.368216573046895
156,5.0,[2044.3640266540835 1296.5959065525785 2688.0662428375663 1813.6648169227128],[2274.080078125 1633.3016357421875 2478.4404296875 1686.686767578125],0.5825526118278503,AP05JEO,0.33582616888552863
157,5.0,[2047.0669362778722 1299.5371423807314 2691.978053038502 1818.2354654819983],[2273.31884765625 1637.187744140625 2481.614501953125 1687.956298828125],0.6144545674324036,AP05JEO,0.4598219160285497
158,5.0,[2042.1469637016467 1304.2737583776502 2689.873639072544 1824.2214417601053],[2275.2080078125 1641.828125 2476.91845703125 1697.0069580078125],0.7146338820457458,AP05JEO,0.3070161686348701
158,12.0,[1041.181871733571 1189.5703874911883 1573.15623640702 1659.4400568175283],[1217.3863525390625 1490.5184326171875 1386.5877685546875 1541.0386962890625],0.42116865515708923,KH05ZZK,0.4790350583392031
159,5.0,[2039.5161894517603 1309.8711115497445 2689.056071991885 1831.2561998283772],[2288.029541015625 1649.782470703125 2479.505859375 1700.75537109375],0.7096312046051025,AP05JEO,0.28780074997736266
159,12.0,[1038.5921541964226 1193.6564134707512 1572.052229933356 1665.0284835694863],[1222.4080810546875 1494.889892578125 1377.0029296875 1533.42626953125],0.29223623871803284,KH05ZZK,0.14254845986369996
160,5.0,[2038.4034278532054 1313.7027591249546 2690.0400628069974 1836.9535478454466],[2286.55517578125 1650.1856689453125 2488.69189453125 1705.8753662109375],0.7295385599136353,AP05JEO,0.5558078058042168
160,12.0,[1033.1642750640046 1195.286159645772 1570.2200769246422 1668.7932320773643],[1215.4886474609375 1494.0933837890625 1384.1763916015625 1544.7528076171875],0.6756318211555481,KH05ZZK,0.2858686629302169
161,12.0,[1030.1260318208138 1198.6422502478576 1569.7936383654474 1673.793349849619],[1210.7572021484375 1498.524169921875 1379.7664794921875 1548.9027099609375],0.6984581351280212,KH05ZTK,0.29618958947654533
161,5.0,[2038.897699595579 1318.4893022623935 2691.0203907092264 1843.408188139945],[2286.388427734375 1657.669921875 2496.168701171875 1712.75390625],0.6855573058128357,AP05JEO,0.379770803407955
162,5.0,[2041.718823498376 1324.1469863760235 2696.253089987714 1850.4036166132482],[2289.580078125 1669.02587890625 2485.897705078125 1722.8885498046875],0.672926127910614,AP05JEO,0.3459436381035818
162,12.0,[1023.620817566627 1201.9447761731058 1567.2827182424298 1679.5068914190329],[1206.3106689453125 1503.53076171875 1377.61962890625 1553.544921875],0.6533011198043823,KH05ZTK,0.3639509244435411
163,12.0,[1017.3521359504257 1206.7404099086402 1564.950343638323 1684.2862955745322],[1209.9654541015625 1506.867919921875 1374.6702880859375 1555.6787109375],0.6278971433639526,KH05ZTK,0.5478780764636941
164,5.0,[2047.2668474754582 1332.540832714256 2708.703745062061 1863.4220593330112],[2288.177001953125 1680.9913330078125 2493.732666015625 1734.3592529296875],0.5713204145431519,AP05JEO,0.15937968982256018
165,5.0,[2047.4272856360694 1338.9391145240234 2711.40487289233 1872.5773374159066],[2281.576904296875 1687.5618896484375 2493.205078125 1738.6138916015625],0.6731287240982056,AP05JEO,0.3076744974945931
165,12.0,[1011.6422410634166 1218.5607915250714 1564.4689711042504 1695.9391436166682],[1208.3951416015625 1516.634765625 1373.3614501953125 1568.822021484375],0.6695694923400879,KH05ZZK,0.8172288416299157
166,5.0,[2048.672806747015 1341.7415587655603 2715.294956895289 1878.005724566771],[2284.53759765625 1689.40869140625 2494.2255859375 1745.48876953125],0.7042656540870667,AP05JEO,0.24934058596325562
167,5.0,[2049.094026393046 1345.787783716444 2718.2049167399646 1884.47638770044],[2289.3447265625 1698.0721435546875 2491.440673828125 1750.8984375],0.6470970511436462,AP05JEO,0.2873435744214072
168,12.0,[1011.6530844913635 1231.7771067368412 1565.520983709072 1710.330735208931],[1199.432373046875 1531.533447265625 1366.6563720703125 1583.00732421875],0.42149949073791504,AM35ZIK,0.10126325666208316
169,5.0,[2049.7685270964002 1354.9556039248687 2723.5748187772833 1897.0515319153064],[2295.16552734375 1707.0316162109375 2501.881103515625 1763.83349609375],0.6948773264884949,AO35JIL,0.03173457933031442
170,5.0,[2050.968277436758 1360.6225222463627 2728.2529354531384 1903.0629857018043],[2298.853271484375 1717.4443359375 2487.500244140625 1771.94384765625],0.6383875012397766,AP05JEO,0.3295989657997599
171,5.0,[2053.358815090555 1367.3507040976453 2732.213747260555 1910.8241299041426],[2299.182861328125 1723.12353515625 2506.6494140625 1778.111572265625],0.41214320063591003,AP35JEO,0.03722117358814924
172,5.0,[2054.5592564055196 1370.935836724745 2735.7990428994335 1916.0283017942165],[2302.747802734375 1730.1387939453125 2507.846435546875 1781.093017578125],0.49522918462753296,AP05JEO,0.3795729354923679
173,5.0,[2055.9334525047243 1376.4082875147874 2739.6641661430194 1924.0728227310874],[2297.999267578125 1735.6658935546875 2520.746337890625 1791.7496337890625],0.6952124834060669,AP05JEO,0.08849250338012303
174,5.0,[2058.589907378031 1382.3247522588358 2744.3621915920958 1932.1337298617073],[2308.642333984375 1741.4630126953125 2522.092041015625 1797.2054443359375],0.6928141713142395,AP05JED,0.09813243165251674
176,5.0,[2060.3636325467032 1393.7647457443584 2752.087175479508 1945.940456192652],[2314.030517578125 1753.869140625 2532.715576171875 1811.606689453125],0.7340874075889587,AP05JEO,0.2542577217339215
177,5.0,[2059.49045041136 1399.6618462071458 2753.1607941201037 1953.410106868095],[2327.375244140625 1764.769775390625 2511.91162109375 1818.678955078125],0.6914607882499695,AP05JEO,0.4566098224593485
178,5.0,[2060.4193492660684 1404.4594077880706 2754.647795786956 1959.9357581098216],[2329.329345703125 1769.1068115234375 2523.54638671875 1822.9566650390625],0.6050308346748352,AP05JEO,0.23099249945334777
179,12.0,[996.2026243294827 1282.733060148344 1560.5916841776088 1771.4966231226504],[1179.2911376953125 1590.270263671875 1357.3575439453125 1642.02099609375],0.6583959460258484,KH05ZZK,0.8642628978575639
179,5.0,[2062.3674429666835 1410.9735000082023 2757.30591164844 1969.0975269325763],[2317.909423828125 1781.961181640625 2519.947265625 1830.779296875],0.5257145762443542,AP05JEO,0.2206730194643874
180,5.0,[2065.971482162299 1416.4680691147241 2763.225412553136 1976.9308331573884],[2325.180419921875 1785.35888671875 2522.79150390625 1839.732421875],0.710607647895813,AP05JED,0.42793066814687414
181,12.0,[990.8142686148115 1291.2433407751578 1561.0136899690317 1782.1920943234327],[1177.3123779296875 1596.8583984375 1356.6151123046875 1650.03955078125],0.7137801051139832,KH05ZZK,0.8907026176406494
181,5.0,[2066.7803532458 1421.3538556217827 2765.9811743416267 1983.9277522595544],[2322.94189453125 1789.081787109375 2531.809814453125 1845.579345703125],0.6940985918045044,AP05JED,0.1925853232927327
182,12.0,[989.2981719099193 1297.0614714359826 1564.4167857821408 1789.6871026057552],[1175.9088134765625 1603.779541015625 1351.9501953125 1656.780517578125],0.690946638584137,KH05ZZK,0.32629094567917954
182,5.0,[2067.7935313353637 1427.1367602422838 2769.849749589028 1991.393163415436],[2326.2431640625 1798.338134765625 2529.400634765625 1851.424072265625],0.6841400861740112,AP05JED,0.22000099727689376
183,5.0,[2068.143101227914 1434.6617773452126 2772.4638129055925 1999.1145966239783],[2329.2548828125 1805.564208984375 2539.025634765625 1861.1103515625],0.7063727974891663,AP05JED,0.3259013215134592
183,12.0,[984.3660511277544 1301.3043582603573 1560.4030077872699 1795.99919280106],[1172.986572265625 1611.3284912109375 1349.9708251953125 1664.8304443359375],0.6682935953140259,KH05ZZK,0.5748912531559737
184,5.0,[2067.3780111542997 1438.791636372207 2773.631676482914 2003.8380440257906],[2328.65478515625 1810.0631103515625 2534.539306640625 1863.9063720703125],0.6998993158340454,AP05JED,0.4952169237753817
185,5.0,[2068.4924209689543 1444.4912917517072 2776.974909433319 2012.3977106122666],[2330.638427734375 1818.9254150390625 2530.53173828125 1874.2188720703125],0.479070782661438,AP05JEO,0.2335193410046095
186,5.0,[2070.069417221478 1449.693097873938 2779.9319102848995 2020.6096701399772],[2326.03125 1827.686279296875 2545.931396484375 1879.705810546875],0.6561943292617798,AP05JEO,0.37084282327508505
187,5.0,[2070.943979042887 1455.5517630518748 2781.922553113057 2027.8339052684414],[2325.36083984375 1831.09423828125 2533.062744140625 1885.6124267578125],0.7135313153266907,AP05JEO,0.40705340216650865
188,5.0,[2072.1673468411673 1461.7085055481898 2785.2404672027787 2036.132539665843],[2332.25390625 1838.86572265625 2541.20654296875 1892.9664306640625],0.7151848673820496,AP05JEO,0.20998869681406887
189,5.0,[2074.055582563075 1468.5539670264277 2790.843888325446 2044.3610323390878],[2340.77490234375 1848.7042236328125 2532.5009765625 1902.3753662109375],0.698419451713562,AP05JEO,0.74134253002203
190,12.0,[955.3292142104683 1332.211685130153 1555.1571446529588 1839.5561871070768],[1155.405029296875 1650.017333984375 1330.41064453125 1702.0050048828125],0.7087160348892212,KH05ZZK,0.5631809558327908
190,5.0,[2074.6864892709564 1472.0235900629746 2794.0000463511005 2050.015771187384],[2337.934814453125 1852.0067138671875 2540.97314453125 1907.0108642578125],0.6878681778907776,AP05JEO,0.38342100558829034
191,5.0,[2075.935070651262 1481.254641653138 2798.8875074585726 2061.4820474804283],[2357.67919921875 1871.9805908203125 2541.05859375 1908.7489013671875],0.26613837480545044,AP05JEO,0.4790993292903601
192,12.0,[944.0782877023631 1343.5457448367079 1549.2323531859574 1852.9954090775764],[1149.1268310546875 1667.3397216796875 1325.1640625 1720.2674560546875],0.7139829397201538,KH05ZZK,0.11943877840277618
192,5.0,[2077.025158002539 1489.706853235078 2803.723400254021 2072.626888657272],[2345.492919921875 1874.432373046875 2557.65380859375 1925.619140625],0.48770272731781006,AP05JEO,0.569735743470867
193,5.0,[2077.4369782156136 1493.967103968676 2807.3047283054957 2080.5103194344792],[2339.843505859375 1877.0625 2578.92138671875 1931.3291015625],0.6710196733474731,AP05JEO,0.36165300001720646
194,5.0,[2078.5801015579573 1498.9345274086895 2813.060279522105 2088.1776697316736],[2341.51025390625 1886.9989013671875 2568.99609375 1941.2354736328125],0.6800394058227539,AP05JEQ,0.42597232289427467
195,5.0,[2079.1724133558773 1506.9471046077308 2816.632613760554 2097.2412519471113],[2349.241455078125 1894.1326904296875 2567.390625 1951.6314697265625],0.7047641277313232,AP05JEO,0.30452880893893247
196,12.0,[935.6346957481478 1364.6902255886387 1543.3410006946724 1877.5375557941686],[1137.5869140625 1689.622314453125 1316.184814453125 1742.0985107421875],0.714439332485199,KH05ZZK,0.3349527269225578
196,5.0,[2079.8253257815877 1513.325910179603 2820.089289535359 2104.4062219232815],[2355.787353515625 1898.143798828125 2574.932373046875 1953.5489501953125],0.7019725441932678,AP05JEO,0.30104555421501394
197,12.0,[934.2028236970293 1371.6163091602766 1545.108489827153 1885.5465756031886],[1130.1536865234375 1696.06787109375 1314.8155517578125 1748.303466796875],0.7235530018806458,KH05ZIK,0.8198787289119444
198,12.0,[932.0393734959774 1377.9438150843685 1547.2612651840159 1893.6512646725791],[1128.2890625 1704.9532470703125 1310.54638671875 1757.7506103515625],0.6808727383613586,KH05ZIK,0.7792527079692203
198,5.0,[2081.2733176207926 1527.9840812995553 2826.96729283548 2123.963468445054],[2349.887939453125 1919.445556640625 2572.384521484375 1973.092529296875],0.5878358483314514,AP05JEO,0.2897499963586575
199,12.0,[928.310477648874 1382.262157075334 1546.9414317961837 1899.912632511896],[1125.5123291015625 1708.2645263671875 1312.8837890625 1761.6265869140625],0.7226815223693848,KH05ZIK,0.19482742561000177
199,5.0,[2080.7692994698873 1533.7673846623384 2829.0348827513117 2129.9208183280307],[2357.306640625 1924.1903076171875 2586.1669921875 1976.2021484375],0.688414990901947,AP05JEO,0.2321161541340062
200,5.0,[2083.3860519744476 1540.1510513522035 2832.8001255476056 2136.3786650574248],[2364.840087890625 1931.0987548828125 2585.57373046875 1989.9532470703125],0.741187572479248,AP05JEO,0.4374688608300969
201,5.0,[2086.889147508955 1545.1828016418456 2837.441903298527 2142.497709448511],[2367.49365234375 1939.491943359375 2583.098876953125 2001.00732421875],0.7452518343925476,AP05JEO,0.3655273992483392
201,12.0,[921.9134537979587 1393.6627275026513 1542.0960704750744 1915.0211984090101],[1116.781494140625 1721.928955078125 1307.4752197265625 1778.5506591796875],0.5354033708572388,KH05ZZK,0.3619385565514419
202,5.0,[2088.0514743417925 1550.955504118453 2840.155818477636 2147.9894802749077],[2367.15380859375 1946.5130615234375 2581.23486328125 2003.6998291015625],0.7445071339607239,AP05JEQ,0.18641928646498251
202,12.0,[916.9528535505552 1397.5062637613032 1541.913822413861 1920.4806345589295],[1114.05908203125 1728.9090576171875 1300.5498046875 1783.366455078125],0.6017393469810486,KK05ZZK,0.2818406412309053
203,5.0,[2091.9534345603684 1556.992450823906 2846.6574088625316 2153.44674232728],[2363.37939453125 1956.8375244140625 2592.99365234375 2015.6268310546875],0.7342437505722046,AP05JEO,0.23876547850074128
203,12.0,[915.9260375823033 1402.875258941042 1544.9222935725834 1927.3410593897838],[1112.4610595703125 1736.4041748046875 1302.797607421875 1788.3314208984375],0.7019131779670715,KH05ZIK,0.4658339842733146
204,12.0,[911.4345383787715 1409.49618230351 1545.100274364974 1936.5295287319232],[1103.5281982421875 1738.1793212890625 1297.5980224609375 1795.098388671875],0.730257511138916,KH05ZZK,0.7001993571552847
205,12.0,[907.806827154907 1414.5542352426687 1546.422996552637 1942.663754527016],[1104.156005859375 1746.8851318359375 1288.7559814453125 1798.8826904296875],0.682748019695282,KK05ZZK,0.7755675427705918
206,5.0,[2092.795131128508 1574.1052306056276 2859.217776682639 2159.701991790188],[2364.185302734375 1978.998779296875 2612.21728515625 2041.986328125],0.7328722476959229,AP05JEO,0.4438235367745723
207,5.0,[2095.523053847353 1580.4440003368136 2865.1624504539463 2160.1826163149494],[2382.529541015625 1992.287109375 2613.9521484375 2050.73876953125],0.7321977615356445,AP05JEO,0.3641417488667316
208,5.0,[2096.9335347926026 1584.696683570794 2868.3622731694622 2160.1099675325186],[2371.056396484375 1995.376953125 2616.8271484375 2057.07421875],0.721086859703064,AP05JEQ,0.3550739785400191
209,5.0,[2098.3365914832907 1591.187335471563 2871.5639268880946 2161.2523516124816],[2368.79345703125 2006.5469970703125 2612.704833984375 2067.0478515625],0.6795032620429993,AP05JEQ,0.29497827699968493
